sample_id,latitude,longitude,state,district,soil_type,sample_date,pH,N_kg_ha,P_kg_ha,K_kg_ha,Organic_Carbon_pct,Bulk_Density_g_cm3,Moisture_pct,Texture_Sand_pct,Texture_Silt_pct,Texture_Clay_pct,CEC_cmol_kg,EC_dS_m,S2_B2,S2_B3,S2_B4,S2_B8,S2_B11,S2_B12,S2_NDVI,S2_SAVI,S2_BSI
1016,23.8299,69.7678,Gujarat,Kutch,desert,2022-12-28,7.8,182.7,9.43,382.6,0.29,1.6,6.0,72.5,13.7,13.8,6.98,0.86,0.0805,0.1157,0.1528,0.2618,0.2651,0.1779,0.2629,0.1788,0.1002
1017,23.7858,69.9041,Gujarat,Kutch,desert,2023-04-01,8.21,158.6,11.93,251.5,0.16,1.93,13.1,71.7,22.6,5.8,4.37,1.07,0.069,0.1125,0.1506,0.2376,0.236,0.1531,0.2241,0.1469,0.098
1018,23.7677,69.8268,Gujarat,Kutch,desert,2024-12-09,7.92,144.5,8.4,496.4,0.42,1.76,14.5,70.5,22.4,7.1,5.47,0.26,0.0592,0.099,0.1252,0.2272,0.2155,0.1189,0.2894,0.1795,0.0517
1019,23.8072,69.7753,Gujarat,Kutch,desert,2025-04-26,8.8,177.1,9.44,349.3,0.37,1.79,16.3,81.9,4.8,13.2,9.75,0.58,0.0689,0.0958,0.1377,0.2136,0.1981,0.1116,0.2161,0.1337,0.067
1020,23.7115,69.7941,Gujarat,Kutch,desert,2022-05-07,7.8,136.4,7.82,496.6,0.19,1.78,8.4,85.4,4.3,10.3,5.81,0.97,0.0776,0.1128,0.1614,0.2614,0.2663,0.1715,0.2365,0.1625,0.1122
1021,23.7339,69.8414,Gujarat,Kutch,desert,2023-04-27,8.06,117.3,11.47,449.5,0.33,1.89,10.4,71.5,18.5,10.1,5.6,0.53,0.0705,0.1073,0.1383,0.2454,0.2434,0.1459,0.2791,0.1818,0.0796
1022,23.7153,69.9293,Gujarat,Kutch,desert,2024-04-07,8.09,178.1,9.95,391.4,0.26,1.59,7.9,85.8,8.9,5.2,4.64,0.96,0.0832,0.1234,0.1505,0.2568,0.2628,0.1691,0.261,0.1757,0.102
1023,23.8181,69.8026,Gujarat,Kutch,desert,2025-05-25,8.33,124.7,10.1,347.5,0.41,1.82,9.5,87.7,6.7,5.6,5.46,0.32,0.0795,0.1054,0.1363,0.2437,0.2398,0.1461,0.2826,0.1831,0.0749
1024,23.8105,69.8842,Gujarat,Kutch,desert,2022-11-10,7.73,133.7,7.88,499.7,0.22,1.72,14.3,77.1,8.9,14.0,8.3,0.78,0.0719,0.1123,0.1409,0.2343,0.2214,0.1404,0.2489,0.1601,0.0709
1025,23.7401,69.9387,Gujarat,Kutch,desert,2023-05-14,8.22,83.5,5.55,318.5,0.37,1.74,15.2,74.8,19.8,5.4,4.48,0.88,0.0706,0.1004,0.1357,0.2208,0.1979,0.1256,0.2387,0.149,0.0517
1026,23.7429,69.9015,Gujarat,Kutch,desert,2024-11-10,8.47,86.7,9.55,419.9,0.16,1.57,12.9,77.5,15.2,7.3,4.4,0.6,0.0831,0.106,0.1434,0.2397,0.2432,0.1547,0.2514,0.1636,0.0947
1027,23.7549,69.9216,Gujarat,Kutch,desert,2025-11-27,8.65,108.9,8.78,409.0,0.32,1.93,10.6,84.3,1.4,14.3,8.44,0.65,0.0716,0.104,0.1452,0.2405,0.2343,0.1521,0.2471,0.1614,0.0843
1028,23.7068,69.9504,Gujarat,Kutch,desert,2022-05-05,8.91,152.5,11.11,317.5,0.32,1.76,13.5,82.0,6.9,11.0,6.98,0.6,0.0635,0.0969,0.1473,0.2317,0.2236,0.1338,0.2227,0.144,0.0867
1029,23.7861,69.9239,Gujarat,Kutch,desert,2023-11-25,8.38,113.7,5.56,277.8,0.25,1.63,10.7,70.4,23.5,6.0,5.07,0.43,0.0714,0.1106,0.1401,0.2476,0.2427,0.1507,0.2773,0.1816,0.0777
1030,23.7828,69.9545,Gujarat,Kutch,desert,2024-04-21,8.07,177.1,11.92,376.1,0.19,1.71,11.5,78.1,7.2,14.7,8.97,0.36,0.075,0.1086,0.1458,0.243,0.2497,0.1585,0.25,0.164,0.1009
1031,23.82,69.7877,Gujarat,Kutch,desert,2025-04-27,8.22,156.7,9.36,418.8,0.28,1.69,15.8,76.2,11.3,12.5,6.8,0.48,0.0728,0.1005,0.1273,0.2345,0.207,0.1215,0.2963,0.1866,0.0305
1032,23.7909,69.9168,Gujarat,Kutch,desert,2022-12-19,8.42,125.5,11.22,406.9,0.4,1.72,9.3,70.1,22.1,7.8,7.04,0.28,0.0714,0.1098,0.1385,0.2514,0.241,0.1445,0.2896,0.1903,0.0677
1033,23.7424,69.9217,Gujarat,Kutch,desert,2023-04-22,8.25,92.7,6.76,428.0,0.38,1.92,12.9,72.9,16.6,10.4,7.32,0.46,0.0644,0.1064,0.122,0.2307,0.2085,0.1305,0.3082,0.1912,0.0309
1034,23.6598,69.8775,Gujarat,Kutch,desert,2024-11-28,7.93,115.8,4.96,498.3,0.4,1.86,14.7,85.3,0.8,13.8,10.0,0.63,0.0657,0.099,0.1317,0.221,0.2133,0.1306,0.2532,0.1571,0.0681
1035,23.807,69.7725,Gujarat,Kutch,desert,2025-04-04,8.16,181.2,4.05,501.2,0.3,1.72,5.8,70.8,17.9,11.3,6.35,0.62,0.0699,0.1215,0.1494,0.2665,0.2658,0.1722,0.2816,0.1918,0.0902
1036,23.7356,69.8824,Gujarat,Kutch,desert,2022-11-03,8.64,152.7,11.76,502.0,0.4,1.57,6.4,80.1,7.3,12.6,7.77,0.31,0.0772,0.109,0.1422,0.2543,0.2454,0.1534,0.2827,0.1876,0.0738
1037,23.7554,69.7701,Gujarat,Kutch,desert,2023-11-08,8.61,128.3,8.17,507.7,0.24,1.93,8.9,87.2,1.8,11.1,7.7,0.86,0.0768,0.1091,0.1521,0.268,0.2603,0.1652,0.2759,0.1889,0.0847
1038,23.7123,69.786,Gujarat,Kutch,desert,2024-05-12,8.02,144.7,11.54,512.2,0.34,1.84,10.3,87.9,4.4,7.7,4.57,0.97,0.0731,0.1197,0.1496,0.2481,0.2293,0.1525,0.2477,0.1646,0.0719
1039,23.7838,69.8127,Gujarat,Kutch,desert,2025-12-17,8.18,144.8,4.38,273.1,0.16,1.83,10.6,84.9,2.1,13.0,6.94,0.82,0.081,0.1122,0.1552,0.2552,0.2505,0.15,0.2437,0.1648,0.0952
1040,23.8132,69.8403,Gujarat,Kutch,desert,2022-12-18,7.56,129.8,11.45,338.1,0.35,1.92,7.6,89.4,3.0,7.6,4.76,0.44,0.0725,0.1153,0.1442,0.2619,0.2476,0.1651,0.2898,0.1948,0.068
1041,23.795,69.9559,Gujarat,Kutch,desert,2023-11-05,8.43,178.1,5.31,345.3,0.43,1.64,16.7,74.1,16.3,9.6,5.79,0.65,0.0633,0.0919,0.1354,0.2178,0.1863,0.1135,0.2333,0.1449,0.0386
1042,23.6637,69.8758,Gujarat,Kutch,desert,2024-04-05,8.11,101.9,8.36,321.3,0.29,1.79,9.5,89.5,0.0,10.5,7.73,0.94,0.0781,0.1163,0.1423,0.2616,0.2425,0.1561,0.2954,0.198,0.0595
1043,23.7368,69.9455,Gujarat,Kutch,desert,2025-12-24,7.85,128.2,7.61,445.1,0.41,1.88,14.6,70.9,21.2,7.9,4.94,0.63,0.0794,0.1008,0.1304,0.2111,0.2108,0.1165,0.2363,0.1439,0.0792
1044,23.7557,69.8122,Gujarat,Kutch,desert,2022-12-06,7.66,84.6,7.93,490.8,0.39,1.76,7.6,73.4,14.9,11.7,6.51,0.42,0.0665,0.1056,0.1501,0.2578,0.2438,0.1588,0.264,0.1779,0.0767
1045,23.653,69.8631,Gujarat,Kutch,desert,2023-11-14,8.09,153.5,10.93,296.4,0.32,1.88,14.0,86.6,5.0,8.4,6.41,0.48,0.0662,0.1045,0.1388,0.2388,0.2209,0.1355,0.2648,0.1709,0.0603
1046,23.7207,69.9,Gujarat,Kutch,desert,2024-12-28,8.65,83.6,9.75,361.5,0.16,1.82,15.4,85.0,7.7,7.3,4.6,1.19,0.0723,0.1148,0.1477,0.2296,0.2214,0.1388,0.2171,0.14,0.0877
1047,23.6661,69.8858,Gujarat,Kutch,desert,2025-11-22,8.6,98.7,4.02,398.4,0.43,1.58,14.2,78.1,14.5,7.4,5.52,1.05,0.0724,0.1008,0.1296,0.2253,0.205,0.1247,0.2697,0.1679,0.0458
1048,23.6446,69.8903,Gujarat,Kutch,desert,2022-05-03,7.96,83.1,11.5,446.6,0.2,1.71,12.6,83.6,1.5,14.9,10.0,0.39,0.0772,0.114,0.1422,0.2423,0.2285,0.1507,0.2603,0.1698,0.0698
1049,23.7384,69.9167,Gujarat,Kutch,desert,2023-04-06,8.84,162.4,8.27,445.0,0.44,1.64,16.3,81.4,12.3,6.4,5.54,0.84,0.0727,0.0967,0.1298,0.2238,0.1944,0.1155,0.2658,0.1652,0.0325
1050,23.6802,69.9538,Gujarat,Kutch,desert,2024-05-10,8.5,178.4,10.73,362.9,0.19,1.84,14.0,87.0,-1.2,14.2,7.17,0.93,0.0678,0.1141,0.143,0.2349,0.2245,0.1379,0.2432,0.157,0.0771
1051,23.8126,69.8991,Gujarat,Kutch,desert,2025-12-03,8.39,148.9,7.61,400.1,0.41,1.73,11.2,84.7,6.9,8.4,5.72,1.02,0.0699,0.0993,0.1468,0.2467,0.2135,0.1444,0.2539,0.1677,0.0489
1052,23.786,69.9527,Gujarat,Kutch,desert,2022-04-24,7.74,122.1,9.25,228.7,0.26,1.8,9.7,87.9,5.3,6.8,5.18,0.51,0.0703,0.1157,0.1483,0.2569,0.2484,0.1675,0.268,0.18,0.0815
1053,23.7968,69.824,Gujarat,Kutch,desert,2023-05-16,7.66,122.5,11.32,386.9,0.34,1.84,11.5,79.9,5.4,14.7,9.51,0.4,0.0638,0.1081,0.1456,0.2454,0.2376,0.1387,0.2552,0.168,0.0816
1054,23.636,69.9389,Gujarat,Kutch,desert,2024-11-25,8.01,138.4,9.0,298.4,0.45,1.57,9.0,82.9,11.8,5.4,4.31,0.51,0.0747,0.1044,0.146,0.2478,0.2309,0.1543,0.2585,0.1708,0.0697
1055,23.7049,69.8102,Gujarat,Kutch,desert,2025-12-15,7.46,143.1,6.24,398.8,0.45,1.86,13.2,82.4,8.8,8.8,5.65,0.58,0.0644,0.0933,0.1312,0.2327,0.2145,0.1269,0.2789,0.1762,0.0501
1056,23.7083,69.9333,Gujarat,Kutch,desert,2022-05-18,8.39,113.0,5.06,395.8,0.33,1.78,14.3,77.1,16.0,7.0,5.4,0.51,0.0748,0.0956,0.1342,0.2277,0.2133,0.1317,0.2584,0.1627,0.0607
1057,23.7267,69.9428,Gujarat,Kutch,desert,2023-11-13,7.53,100.7,6.62,395.9,0.44,1.69,9.5,88.7,-2.9,14.2,9.98,1.19,0.0759,0.1065,0.1457,0.2479,0.2223,0.1418,0.2597,0.1716,0.0576
1058,23.7309,69.872,Gujarat,Kutch,desert,2024-12-12,7.79,170.2,10.25,342.1,0.2,1.64,11.7,78.1,11.2,10.8,6.45,1.19,0.0751,0.1129,0.1519,0.248,0.2392,0.1604,0.2403,0.1602,0.0877
1059,23.6823,69.7615,Gujarat,Kutch,desert,2025-11-21,8.72,121.7,8.88,469.5,0.26,1.86,8.4,79.8,5.7,14.5,7.96,0.52,0.069,0.1087,0.1636,0.2546,0.2466,0.168,0.2176,0.1487,0.1015
1060,23.6967,69.8072,Gujarat,Kutch,desert,2022-04-03,8.68,90.4,8.79,274.4,0.34,1.63,14.7,87.9,-1.7,13.8,9.99,1.04,0.0597,0.104,0.151,0.2225,0.1977,0.1183,0.1914,0.1228,0.0709
1061,23.7935,69.8552,Gujarat,Kutch,desert,2023-04-08,7.91,130.4,4.86,460.5,0.4,1.7,9.1,76.2,16.7,7.1,5.18,1.09,0.0771,0.1146,0.1427,0.2513,0.244,0.1601,0.2756,0.1822,0.0772
1062,23.6474,69.9153,Gujarat,Kutch,desert,2024-05-15,8.85,147.6,10.91,484.8,0.39,1.66,5.7,76.3,14.2,9.5,5.75,0.98,0.074,0.1013,0.1463,0.261,0.2555,0.1667,0.2816,0.1896,0.0819
1063,23.677,69.8629,Gujarat,Kutch,desert,2025-11-13,8.29,135.9,10.68,470.1,0.26,1.55,13.0,90.0,-0.2,10.3,6.74,0.59,0.0776,0.1144,0.1432,0.248,0.2291,0.1426,0.2679,0.1764,0.0633
1064,23.72,69.8484,Gujarat,Kutch,desert,2022-11-28,8.1,164.1,6.6,475.1,0.2,1.75,13.9,76.6,17.0,6.4,3.44,1.0,0.0777,0.1101,0.1567,0.23,0.2269,0.1434,0.1896,0.124,0.1061
1065,23.6935,69.9025,Gujarat,Kutch,desert,2023-11-06,8.46,157.2,6.72,414.1,0.2,1.94,9.0,76.8,13.3,9.9,6.06,1.01,0.0796,0.1225,0.1547,0.2522,0.263,0.173,0.2396,0.1613,0.114
1066,23.6612,69.8214,Gujarat,Kutch,desert,2024-05-19,8.48,91.0,4.2,527.7,0.3,1.55,6.7,82.3,9.7,8.0,6.6,0.29,0.0649,0.1118,0.1412,0.2627,0.2579,0.1767,0.3008,0.2016,0.076
1067,23.698,69.7668,Gujarat,Kutch,desert,2025-05-21,8.76,173.5,10.39,506.6,0.34,1.58,6.9,89.2,3.5,7.3,6.09,0.26,0.0744,0.1043,0.152,0.2581,0.2585,0.1639,0.2587,0.1749,0.0967
1068,23.7299,69.9301,Gujarat,Kutch,desert,2022-05-14,8.71,114.1,7.06,413.5,0.34,1.95,6.6,73.6,15.8,10.6,7.05,0.72,0.0728,0.1145,0.1519,0.2678,0.2565,0.1693,0.2761,0.189,0.0801
1069,23.7038,69.8018,Gujarat,Kutch,desert,2023-04-17,7.67,148.4,6.93,390.1,0.28,1.85,15.8,78.8,9.8,11.4,5.71,0.41,0.0657,0.1028,0.1381,0.225,0.1987,0.1273,0.2393,0.151,0.0495
1070,23.7554,69.8848,Gujarat,Kutch,desert,2024-04-13,7.66,92.5,5.01,420.2,0.22,1.9,14.2,84.2,2.7,13.1,8.67,0.86,0.0743,0.1053,0.1386,0.2447,0.225,0.1367,0.2768,0.1802,0.0565
1071,23.7712,69.893,Gujarat,Kutch,desert,2025-05-26,7.73,133.7,6.76,395.7,0.37,1.86,10.2,80.4,5.8,13.9,8.97,0.63,0.0655,0.1027,0.1489,0.2468,0.228,0.148,0.2474,0.1639,0.0712
1072,23.6585,69.778,Gujarat,Kutch,desert,2022-12-13,8.3,181.0,5.09,271.1,0.2,1.78,8.1,79.3,12.2,8.5,4.78,0.28,0.0716,0.121,0.158,0.2619,0.2621,0.1618,0.2474,0.1694,0.1026
1073,23.6697,69.9174,Gujarat,Kutch,desert,2023-05-19,7.69,140.6,4.97,374.7,0.42,1.58,10.0,84.6,4.9,10.5,7.19,0.9,0.0639,0.1003,0.1433,0.244,0.2213,0.1421,0.26,0.1702,0.059
1074,23.8211,69.9066,Gujarat,Kutch,desert,2024-11-22,7.69,116.5,8.53,422.9,0.35,1.85,15.9,89.1,-3.8,14.7,9.34,1.09,0.0717,0.1064,0.1288,0.2242,0.1923,0.1233,0.2703,0.1678,0.027
1075,23.738,69.824,Gujarat,Kutch,desert,2025-11-09,8.76,98.2,6.91,538.2,0.41,1.87,11.6,76.1,18.2,5.8,4.56,1.06,0.0742,0.1009,0.1367,0.2342,0.2108,0.1403,0.2629,0.1679,0.0503
1076,23.6808,69.9222,Gujarat,Kutch,desert,2022-12-20,7.77,172.9,6.32,530.8,0.28,1.78,13.4,82.9,7.2,9.9,7.1,0.5,0.0691,0.1105,0.1354,0.2344,0.2155,0.1337,0.2677,0.1707,0.0549
1077,23.7633,69.8792,Gujarat,Kutch,desert,2023-12-24,8.3,170.8,8.57,365.2,0.36,1.61,12.0,87.9,6.0,6.2,3.93,0.56,0.0643,0.1103,0.137,0.2418,0.223,0.1345,0.2767,0.1789,0.056
1078,23.6497,69.9186,Gujarat,Kutch,desert,2024-12-24,8.3,140.5,5.94,269.2,0.18,1.87,8.8,87.9,2.2,9.9,6.84,0.97,0.0779,0.1211,0.1514,0.2692,0.2581,0.1698,0.2801,0.1919,0.0795
1079,23.7312,69.8738,Gujarat,Kutch,desert,2025-11-22,7.82,174.9,8.85,530.1,0.39,1.9,7.5,81.0,5.4,13.6,8.94,0.74,0.0759,0.1066,0.1467,0.2554,0.2449,0.1449,0.2703,0.1807,0.0773
1080,23.8295,69.9137,Gujarat,Kutch,desert,2022-05-01,7.73,134.2,7.15,240.1,0.21,1.89,9.4,84.1,3.5,12.4,7.67,0.96,0.068,0.1188,0.1595,0.2549,0.2527,0.1663,0.2302,0.1565,0.1035
1081,20.242,85.8656,Odisha,Bhubaneswar,laterite,2023-04-01,6.19,185.0,5.2,135.3,0.3,1.83,18.7,67.7,6.3,26.0,12.0,0.12,0.067,0.0852,0.1227,0.2069,0.1863,0.1168,0.2555,0.1522,0.0371
1082,20.3023,85.7313,Odisha,Bhubaneswar,laterite,2024-05-01,5.98,202.8,5.02,165.7,0.47,1.61,23.0,45.0,22.1,32.9,12.0,0.27,0.0549,0.077,0.1141,0.184,0.1439,0.0687,0.2345,0.1314,-0.0115
1083,20.2315,85.8933,Odisha,Bhubaneswar,laterite,2025-12-14,5.75,150.8,8.38,265.7,0.4,1.79,20.2,42.5,17.7,39.8,12.0,0.11,0.0637,0.0917,0.1126,0.1929,0.1663,0.0931,0.2628,0.1495,0.0109
1084,20.3443,85.8093,Odisha,Bhubaneswar,laterite,2022-11-22,4.88,178.3,8.43,149.8,0.36,1.57,18.8,41.6,25.2,33.2,12.0,0.11,0.0604,0.0892,0.1275,0.1922,0.1767,0.091,0.2024,0.1184,0.0555
1085,20.2027,85.7558,Odisha,Bhubaneswar,laterite,2023-11-25,5.98,200.6,7.23,164.3,0.46,1.65,14.8,53.1,16.3,30.6,12.0,0.13,0.0676,0.0921,0.1309,0.216,0.1826,0.1173,0.2453,0.1507,0.0287
1086,20.3153,85.7853,Odisha,Bhubaneswar,laterite,2024-05-05,4.76,103.7,8.34,240.7,0.38,1.87,13.5,63.6,13.5,23.0,12.0,0.27,0.0738,0.1035,0.1284,0.2245,0.2074,0.1214,0.2723,0.169,0.0489
1087,20.3472,85.7202,Odisha,Bhubaneswar,laterite,2025-05-23,6.16,115.9,7.85,207.5,0.41,1.82,21.2,40.5,32.0,27.5,12.0,0.26,0.0667,0.0881,0.103,0.1876,0.1575,0.0853,0.2911,0.1605,-0.0134
1088,20.2718,85.7853,Odisha,Bhubaneswar,laterite,2022-11-13,4.74,150.9,14.66,147.3,0.43,1.61,20.0,43.8,24.2,31.9,12.0,0.17,0.0568,0.0921,0.123,0.1923,0.1611,0.0885,0.2198,0.1275,0.0212
1089,20.2724,85.7524,Odisha,Bhubaneswar,laterite,2023-05-18,6.25,199.5,4.28,347.7,0.31,1.87,12.1,46.4,15.2,38.5,12.0,0.17,0.0674,0.0969,0.1375,0.2322,0.2222,0.1366,0.2562,0.1633,0.0707
1090,20.2563,85.85,Odisha,Bhubaneswar,laterite,2024-04-11,6.36,175.4,13.48,125.1,0.37,1.59,12.1,58.0,20.8,21.2,12.0,0.11,0.0631,0.1039,0.1283,0.2342,0.2139,0.128,0.2921,0.1842,0.0427
1091,20.2726,85.901,Odisha,Bhubaneswar,laterite,2025-12-19,4.75,164.5,13.53,127.4,0.31,1.52,22.2,44.8,16.2,39.1,12.0,0.08,0.0606,0.0755,0.1097,0.1861,0.1576,0.0811,0.2583,0.144,0.0022
1092,20.2345,85.7692,Odisha,Bhubaneswar,laterite,2022-12-27,4.81,130.4,11.45,349.5,0.52,1.65,22.8,51.1,16.1,32.8,12.0,0.17,0.0474,0.0788,0.1125,0.1806,0.1408,0.0775,0.2323,0.1288,-0.0142
1093,20.3823,85.8785,Odisha,Bhubaneswar,laterite,2023-05-04,5.7,104.6,12.77,238.3,0.24,1.52,16.6,47.5,15.7,36.7,12.0,0.09,0.0671,0.094,0.1289,0.2074,0.1953,0.1201,0.2334,0.1408,0.0602
1094,20.3185,85.8937,Odisha,Bhubaneswar,laterite,2024-04-11,4.8,141.5,5.07,287.2,0.36,1.65,17.1,68.3,6.2,25.5,11.71,0.1,0.0669,0.1023,0.1255,0.2197,0.1861,0.1157,0.2729,0.1672,0.0195
1095,20.2722,85.8261,Odisha,Bhubaneswar,laterite,2025-11-16,5.13,146.1,6.52,138.3,0.45,1.52,12.3,45.9,24.9,29.3,12.0,0.27,0.0642,0.1,0.136,0.2211,0.2048,0.1288,0.2383,0.1489,0.0618
1096,20.2859,85.7708,Odisha,Bhubaneswar,laterite,2022-04-07,5.7,95.6,9.85,241.5,0.31,1.64,19.9,45.2,18.7,36.0,12.0,0.17,0.0606,0.0853,0.1332,0.1944,0.1721,0.1005,0.1868,0.1109,0.0533
1097,20.2875,85.7987,Odisha,Bhubaneswar,laterite,2023-05-03,5.09,190.4,13.05,331.5,0.24,1.68,18.5,46.0,33.9,20.1,10.83,0.14,0.0607,0.0906,0.1287,0.1969,0.1899,0.1123,0.2095,0.1239,0.07
1098,20.3254,85.725,Odisha,Bhubaneswar,laterite,2024-04-26,4.77,189.9,6.93,215.4,0.32,1.54,12.8,47.2,31.5,21.3,10.09,0.29,0.0656,0.0928,0.142,0.2273,0.2246,0.1324,0.231,0.1472,0.088
1099,20.3641,85.8326,Odisha,Bhubaneswar,laterite,2025-11-19,4.82,195.1,6.89,174.3,0.24,1.81,16.7,54.6,16.5,28.9,12.0,0.2,0.0615,0.1002,0.1307,0.2103,0.2059,0.1139,0.2334,0.142,0.0739
1100,20.3643,85.9059,Odisha,Bhubaneswar,laterite,2022-12-26,4.83,179.8,9.52,305.8,0.2,1.62,11.9,69.9,5.1,25.0,12.0,0.26,0.0626,0.1143,0.1411,0.2409,0.2243,0.1549,0.2613,0.1697,0.0648
1101,20.2822,85.7964,Odisha,Bhubaneswar,laterite,2023-04-05,5.72,116.5,12.95,207.9,0.41,1.72,19.8,59.2,1.0,39.8,12.0,0.14,0.0536,0.0903,0.1246,0.1989,0.1624,0.0799,0.2297,0.1353,0.0143
1102,20.3339,85.839,Odisha,Bhubaneswar,laterite,2024-04-20,5.14,122.6,7.55,162.1,0.28,1.79,16.8,41.5,32.8,25.7,12.0,0.29,0.0604,0.0976,0.1249,0.211,0.1992,0.1199,0.2563,0.1545,0.0538
1103,20.364,85.8281,Odisha,Bhubaneswar,laterite,2025-05-04,5.46,112.0,11.26,126.1,0.36,1.69,21.6,61.3,18.4,20.3,12.0,0.19,0.0538,0.1009,0.1237,0.1918,0.1687,0.1004,0.2158,0.1253,0.0365
1104,20.3598,85.767,Odisha,Bhubaneswar,laterite,2022-12-05,6.12,95.2,5.05,334.1,0.23,1.87,18.5,44.8,34.2,21.1,12.0,0.29,0.0571,0.0954,0.1168,0.2069,0.1936,0.1112,0.2783,0.1641,0.0393
1105,20.2141,85.8293,Odisha,Bhubaneswar,laterite,2023-12-09,5.55,191.3,7.19,272.1,0.51,1.51,11.9,53.3,25.0,21.7,12.0,0.26,0.0604,0.0853,0.1293,0.2303,0.2001,0.1245,0.2809,0.1762,0.0299
1106,20.2875,85.7223,Odisha,Bhubaneswar,laterite,2024-05-02,5.34,192.5,14.2,251.4,0.31,1.68,16.4,62.7,14.5,22.8,12.0,0.19,0.0572,0.0999,0.1282,0.2128,0.1928,0.1141,0.2481,0.1509,0.0459
1107,20.2183,85.8496,Odisha,Bhubaneswar,laterite,2025-04-06,4.86,148.9,13.26,207.5,0.48,1.53,17.3,41.4,33.4,25.2,12.0,0.21,0.0615,0.0828,0.1172,0.1989,0.1701,0.1087,0.2585,0.1502,0.0148
1108,20.3998,85.906,Odisha,Bhubaneswar,laterite,2022-12-22,5.86,112.3,9.55,226.6,0.38,1.8,14.8,64.5,5.5,30.0,12.0,0.21,0.0607,0.0941,0.125,0.2298,0.1992,0.1114,0.2954,0.1839,0.0227
1109,20.3104,85.7696,Odisha,Bhubaneswar,laterite,2023-12-10,6.25,107.3,10.39,145.9,0.42,1.67,14.3,57.7,17.0,25.3,12.0,0.19,0.0695,0.097,0.1292,0.2172,0.1936,0.119,0.254,0.156,0.0413
1110,20.2796,85.7786,Odisha,Bhubaneswar,laterite,2024-04-20,5.31,176.9,9.06,303.5,0.44,1.82,14.6,56.6,7.2,36.2,12.0,0.23,0.0607,0.1042,0.1204,0.224,0.1888,0.1119,0.3008,0.184,0.0085
1111,20.213,85.7223,Odisha,Bhubaneswar,laterite,2025-11-04,5.12,139.1,10.73,125.9,0.52,1.68,19.4,48.5,17.5,34.0,12.0,0.15,0.0617,0.0831,0.1193,0.1773,0.1545,0.0809,0.1955,0.1092,0.0311
1112,20.3557,85.7732,Odisha,Bhubaneswar,laterite,2022-12-18,5.8,120.7,10.01,120.1,0.34,1.89,18.0,68.0,8.8,23.2,12.0,0.29,0.0576,0.0947,0.1296,0.2134,0.1858,0.1029,0.2443,0.1491,0.0361
1113,20.2044,85.8866,Odisha,Bhubaneswar,laterite,2023-04-10,5.38,207.2,14.86,241.3,0.44,1.74,16.7,41.2,34.2,24.6,12.0,0.09,0.0623,0.0914,0.1257,0.2071,0.1828,0.1007,0.2446,0.1466,0.0359
1114,20.2409,85.8015,Odisha,Bhubaneswar,laterite,2024-05-07,5.18,203.9,14.86,267.2,0.23,1.57,22.1,43.4,16.6,40.0,12.0,0.26,0.0581,0.0892,0.1211,0.1915,0.1667,0.0869,0.2252,0.13,0.0291
1115,20.382,85.7921,Odisha,Bhubaneswar,laterite,2025-11-25,6.29,121.6,9.62,212.1,0.37,1.81,13.7,40.0,31.8,28.2,12.0,0.23,0.0646,0.0976,0.1266,0.2137,0.1955,0.1192,0.2559,0.1555,0.0461
1116,20.2126,85.8711,Odisha,Bhubaneswar,laterite,2022-12-24,4.79,128.8,7.18,126.5,0.31,1.73,12.4,43.7,33.4,22.9,11.38,0.17,0.0693,0.0968,0.1326,0.2301,0.2226,0.1304,0.2688,0.1695,0.0678
1117,20.3667,85.7491,Odisha,Bhubaneswar,laterite,2023-11-03,5.68,156.5,9.95,328.7,0.22,1.5,18.1,61.0,8.7,30.3,12.0,0.17,0.0705,0.1039,0.1253,0.2087,0.1973,0.11,0.2497,0.15,0.0555
1118,20.3326,85.8435,Odisha,Bhubaneswar,laterite,2024-05-23,5.28,119.0,8.34,206.6,0.35,1.61,12.8,65.4,6.3,28.3,12.0,0.17,0.056,0.0936,0.1329,0.2252,0.2092,0.1285,0.2577,0.1613,0.057
1119,20.2627,85.852,Odisha,Bhubaneswar,laterite,2025-04-04,5.34,202.7,13.82,140.8,0.54,1.64,17.2,58.6,13.5,27.9,12.0,0.14,0.0665,0.0873,0.1237,0.2088,0.1771,0.0967,0.2559,0.1533,0.0204
1120,20.2141,85.7357,Odisha,Bhubaneswar,laterite,2022-04-08,5.53,172.5,11.67,207.7,0.41,1.78,12.6,60.4,5.2,34.4,12.0,0.16,0.0557,0.1006,0.1363,0.2269,0.2125,0.1264,0.2494,0.1574,0.0639
1121,20.2745,85.7312,Odisha,Bhubaneswar,laterite,2023-12-01,5.24,118.3,11.8,148.9,0.49,1.71,21.5,63.1,6.1,30.8,12.0,0.14,0.0602,0.0915,0.1164,0.1748,0.148,0.0852,0.2005,0.1107,0.0185
1122,20.373,85.8771,Odisha,Bhubaneswar,laterite,2024-12-14,5.66,107.2,5.97,187.5,0.22,1.65,14.8,59.5,8.6,31.9,12.0,0.16,0.064,0.1009,0.1308,0.2358,0.2188,0.1223,0.2864,0.1817,0.0508
1123,20.3785,85.8342,Odisha,Bhubaneswar,laterite,2025-11-25,6.07,95.0,8.66,203.8,0.37,1.8,14.4,63.7,15.3,21.0,11.43,0.15,0.066,0.0945,0.1336,0.2252,0.2075,0.1238,0.2553,0.16,0.0555
